Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
172620511,B07,17110151,Alarms,09/19/2017,09/18/2017,09/19/2017 06:47:19 AM,09/19/2017 06:49:16 AM,09/19/2017 06:49:39 AM,,,,,Fire,09/19/2017 06:56:38 AM,1200 Block of 9TH AVE,San Francisco,94122,B08,22,7333,3,3,3,false,Alarm,1,CHIEF,3,7,5,Inner Sunset,"(37.76498386891, -122.466307471227)",172620511-B07
180782623,RS1,18033279,Medical Incident,03/19/2018,03/19/2018,03/19/2018 03:46:21 PM,03/19/2018 03:47:17 PM,03/19/2018 03:47:26 PM,03/19/2018 03:48:23 PM,03/19/2018 03:53:06 PM,,,Code 3 Transport,03/19/2018 03:53:27 PM,MARKET ST/7TH ST,San Francisco,94103,B03,36,1455,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,2,2,6,South of Market,"(37.780478512174, -122.412512257219)",180782623-RS1
180781566,B02,18033197,Alarms,03/19/2018,03/19/2018,03/19/2018 11:44:56 AM,03/19/2018 11:46:16 AM,03/19/2018 11:46:20 AM,03/19/2018 11:47:48 AM,03/19/2018 11:50:23 AM,,,Fire,03/19/2018 11:56:11 AM,600 Block of LAGUNA ST,San Francisco,94102,B02,36,3413,3,3,3,false,Alarm,1,CHIEF,2,2,5,Hayes Valley,"(37.776688406971, -122.426379489125)",180781566-B02
180781267,T16,18033164,Medical Incident,03/19/2018,03/19/2018,03/19/2018 10:33:30 AM,03/19/2018 10:34:39 AM,03/19/2018 10:35:21 AM,03/19/2018 10:36:00 AM,03/19/2018 10:44:40 AM,,,Patient Declined Transport,03/19/2018 11:02:22 AM,1900 Block of ELLIS ST,San Francisco,94115,B05,5,4153,3,3,3,false,Non Life-threatening,1,TRUCK,2,5,5,Western Addition,"(37.78151647113, -122.438682406373)",180781267-T16
180782999,B02,18033308,Other,03/19/2018,03/19/2018,03/19/2018 05:01:04 PM,03/19/2018 05:01:04 PM,03/19/2018 05:01:04 PM,03/19/2018 05:01:04 PM,03/19/2018 05:01:04 PM,,,Fire,03/19/2018 06:56:55 PM,VALENCIA ST/DUBOCE AV,San Francisco,94103,B02,6,5126,3,3,3,false,Alarm,1,CHIEF,1,2,9,Mission,"(37.769867698028, -122.422364819149)",180782999-B02
180783353,E23,18033336,Medical Incident,03/19/2018,03/19/2018,03/19/2018 06:19:33 PM,03/19/2018 06:20:22 PM,03/19/2018 06:20:35 PM,03/19/2018 06:21:42 PM,03/19/2018 06:24:46 PM,,,Code 2 Transport,03/19/2018 06:30:11 PM,1600 Block of 40TH AV,San Francisco,94122,B08,23,7632,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.756036056657, -122.499237457404)",180783353-E23
180783979,89,18033400,Medical Incident,03/19/2018,03/19/2018,03/19/2018 09:49:42 PM,03/19/2018 09:49:42 PM,03/19/2018 09:49:55 PM,03/19/2018 09:50:00 PM,03/19/2018 09:58:40 PM,,,No Merit,03/19/2018 10:01:48 PM,500 Block of CHURCH ST,San Francisco,94114,B02,6,5421,I,2,2,true,Potentially Life-Threatening,1,MEDIC,2,2,8,Castro/Upper Market,"(37.761692835448, -122.428323654636)",180783979-89
180781716,E36,18033209,Medical Incident,03/19/2018,03/19/2018,03/19/2018 12:18:49 PM,03/19/2018 12:18:49 PM,03/19/2018 12:20:07 PM,03/19/2018 12:20:17 PM,03/19/2018 12:22:10 PM,,,No Merit,03/19/2018 12:25:28 PM,1200 Block of MISSION ST,San Francisco,94103,B02,36,2336,C,3,3,false,Potentially Life-Threatening,1,ENGINE,1,2,6,South of Market,"(37.776430169375, -122.414360138779)",180781716-E36
180783758,E05,18033374,Alarms,03/19/2018,03/19/2018,03/19/2018 08:26:13 PM,03/19/2018 08:28:06 PM,03/19/2018 08:28:20 PM,03/19/2018 08:29:24 PM,03/19/2018 08:31:27 PM,,,Fire,03/19/2018 08:36:28 PM,500 Block of CHURCH ST,San Francisco,94114,B02,6,5421,3,3,3,false,Alarm,1,ENGINE,2,2,8,Castro/Upper Market,"(37.762484577309, -122.428538964654)",180783758-E05
180784112,E31,18033416,Medical Incident,03/19/2018,03/19/2018,03/19/2018 10:40:36 PM,03/19/2018 10:41:34 PM,03/19/2018 10:42:06 PM,03/19/2018 10:44:03 PM,03/19/2018 10:47:06 PM,,,Code 2 Transport,03/19/2018 10:54:16 PM,0 Block of 7TH AVE,San Francisco,94118,B07,31,7126,3,2,2,false,Potentially Life-Threatening,1,ENGINE,2,7,2,Inner Richmond,"(37.787446032742, -122.465750262786)",180784112-E31
